userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
1741,STD,Arlene,Gonzalez,SMITHVILLE,Sao Tomean,Arlene.A.Gonzalez@mailinator.com,815-456-7125,false,false,false,false,false,false,false,false,false,false
1742,STD,Davis,Hoffman,HENDERSONVLLE,Sao Tomean,Davis.L.Hoffman@spambob.com,415-593-3974,true,true,true,true,true,true,true,true,true,true
1743,SRG,Roger,Lawler,WEST HARRISON,Surinamese,Roger.K.Lawler@mailinator.com,443-752-2569,false,false,false,false,false,false,false,false,false,false
1744,SRG,Georgia,Ritchie,SOMERVILLE,Surinamese,Georgia.J.Ritchie@trashymail.com,617-597-0877,true,true,true,true,true,true,true,true,true,true
1745,SRG,Hilda,Frey,HENDERSON,Surinamese,Hilda.A.Frey@trashymail.com,785-584-6261,false,false,false,false,false,false,false,false,false,false
1746,SRG,Dillon,Sainz,DANVILLE,Surinamese,Dillon.A.Sainz@mailinator.com,989-415-3057,true,true,true,true,true,true,true,true,true,true
1747,SRG,Randy,Griffin,FORT PLAIN,Surinamese,Randy.D.Griffin@mailinator.com,770-395-6426,false,false,false,false,false,false,false,false,false,false
1748,SRG,Ronald,Brown,DALLAS,Surinamese,Ronald.N.Brown@trashymail.com,701-453-6651,true,true,true,true,true,true,true,true,true,true
1749,SRG,Jay,Ritchie,BRONSON,Surinamese,Jay.L.Ritchie@spambob.com,870-251-2861,false,false,false,false,false,false,false,false,false,false
1750,SRG,Deborah,Hollenbeck,BURLINGTON,Surinamese,Deborah.D.Hollenbeck@dodgit.com,512-467-8171,true,true,true,true,true,true,true,true,true,true
1751,SRG,Kathleen,Sabo,MCMECHEN,Surinamese,Kathleen.M.Sabo@spambob.com,479-228-2712,true,true,true,true,true,true,true,true,true,true
1752,SRG,Cheryl,Hancock,NEW MILFORD,Surinamese,Cheryl.J.Hancock@trashymail.com,618-773-6618,false,false,false,false,false,false,false,false,false,false
1753,SRG,Harold,Childs,VEGA BAJA,Surinamese,Harold.M.Childs@spambob.com,239-459-1704,true,true,true,true,true,true,true,true,true,true
1754,SRG,Mary,Mize,MAYAGUEZ,Surinamese,Mary.F.Mize@trashymail.com,303-642-4635,false,false,false,false,false,false,false,false,false,false
1755,SRG,Christine,Destefano,STERRETT,Surinamese,Christine.R.Destefano@mailinator.com,706-892-5699,true,true,true,true,true,true,true,true,true,true
1756,SRG,Dori,Pruitt,CORINNA,Surinamese,Dori.W.Pruitt@spambob.com,973-546-4321,false,false,false,false,false,false,false,false,false,false
1757,SRG,Melissa,Truong,DELMAR,Surinamese,Melissa.J.Truong@pookmail.com,919-850-4001,true,true,true,true,true,true,true,true,true,true
1758,SRG,Warren,Carter,MILLBURN,Surinamese,Warren.R.Carter@spambob.com,870-376-5170,false,false,false,false,false,false,false,false,false,false
1759,SRG,Melanie,Hodge,OSWEGO,Surinamese,Melanie.P.Hodge@spambob.com,828-227-9073,true,true,true,true,true,true,true,true,true,true
1760,SRG,Lynn,Pacheco,CENTER HARBOR,Surinamese,Lynn.R.Pacheco@dodgit.com,401-266-2842,false,false,false,false,false,false,false,false,false,false
1761,SRG,Samual,Guzman,ESSEX,Surinamese,Samual.L.Guzman@spambob.com,937-302-8805,true,true,true,true,true,true,true,true,true,true
1762,SRG,James,French,EASTON,Surinamese,James.I.French@trashymail.com,269-577-0785,false,false,false,false,false,false,false,false,false,false
1763,SRG,Latasha,Jones,LIVINGSTON,Surinamese,Latasha.J.Jones@trashymail.com,760-347-7081,true,true,true,true,true,true,true,true,true,true
1764,SRG,Joan,Johansen,MILFORD,Surinamese,Joan.W.Johansen@trashymail.com,440-943-3950,false,false,false,false,false,false,false,false,false,false
1765,SRG,Richard,Ramirez,PROVIDENCE,Surinamese,Richard.H.Ramirez@spambob.com,856-366-6309,true,true,true,true,true,true,true,true,true,true
1766,SRG,Iris,Huddleston,GOLDEN,Surinamese,Iris.M.Huddleston@spambob.com,704-573-1468,false,false,false,false,false,false,false,false,false,false
1767,SRG,Robbie,Sims,CARSON,Surinamese,Robbie.J.Sims@trashymail.com,701-644-0533,true,true,true,true,true,true,true,true,true,true
1768,SRG,Joshua,Castille,MAYAGUEZ,Surinamese,Joshua.M.Castille@pookmail.com,618-836-0687,false,false,false,false,false,false,false,false,false,false
1769,SRG,Rodney,Dawson,DEATSVILLE,Surinamese,Rodney.S.Dawson@dodgit.com,503-359-3312,true,true,true,true,true,true,true,true,true,true
1770,SRG,John,Worley,HOUMA,Surinamese,John.H.Worley@mailinator.com,406-515-6873,false,false,false,false,false,false,false,false,false,false
1771,SRG,Jessica,Ponder,MORRAL,Surinamese,Jessica.A.Ponder@dodgit.com,401-413-7000,true,true,true,true,true,true,true,true,true,true
1772,SRG,Allison,Meeks,LILLY,Surinamese,Allison.N.Meeks@spambob.com,805-671-1000,true,true,true,true,true,true,true,true,true,true
1773,SRG,Kelli,Burkes,WEST MANCHESTER,Surinamese,Kelli.A.Burkes@spambob.com,864-620-1434,false,false,false,false,false,false,false,false,false,false
1774,SRG,Danny,Richard,HOBOKEN,Surinamese,Danny.V.Richard@dodgit.com,850-641-1845,true,true,true,true,true,true,true,true,true,true
1775,SRG,Effie,Deleon,SCOTTSBORO,Surinamese,Effie.R.Deleon@trashymail.com,207-382-5573,false,false,false,false,false,false,false,false,false,false
1776,SRG,Kelly,Perez,DUMONT,Surinamese,Kelly.S.Perez@trashymail.com,586-413-2679,true,true,true,true,true,true,true,true,true,true
1777,SRG,Sarah,Maple,NEWARK,Surinamese,Sarah.N.Maple@mailinator.com,208-419-1049,false,false,false,false,false,false,false,false,false,false
1778,SRG,Mary,Ortega,NORFOLK,Surinamese,Mary.D.Ortega@mailinator.com,574-707-0003,true,true,true,true,true,true,true,true,true,true
1779,SRG,Neal,Baker,EVERETT,Surinamese,Neal.E.Baker@pookmail.com,850-290-2650,false,false,false,false,false,false,false,false,false,false
1780,SRG,Susie,Wilson,HOBOKEN,Surinamese,Susie.R.Wilson@mailinator.com,802-763-8849,true,true,true,true,true,true,true,true,true,true
1781,SRG,Donald,Cruz,PHOENIX,Surinamese,Donald.B.Cruz@pookmail.com,207-232-6351,false,false,false,false,false,false,false,false,false,false
1782,SRG,Brent,Bronson,OKLAHOMA CITY,Surinamese,Brent.C.Bronson@mailinator.com,402-230-4775,true,true,true,true,true,true,true,true,true,true
1783,SRG,Irene,Timmons,LINDALE,Surinamese,Irene.S.Timmons@spambob.com,212-965-5768,false,false,false,false,false,false,false,false,false,false
1784,SRG,Doris,Martin,CRAWFORDVILLE,Surinamese,Doris.G.Martin@dodgit.com,732-452-1670,true,true,true,true,true,true,true,true,true,true
1785,SOS,Lori,Graham,WOODSTOCK,Somali,Lori.W.Graham@mailinator.com,858-433-4406,false,false,false,false,false,false,false,false,false,false
1786,SOS,Salvador,Lockhart,UTUADO,Somali,Salvador.P.Lockhart@mailinator.com,808-384-1120,true,true,true,true,true,true,true,true,true,true
1787,SOS,Maple,Patterson,VEGA BAJA,Somali,Maple.B.Patterson@dodgit.com,203-468-1997,false,false,false,false,false,false,false,false,false,false
1788,SOS,Roxanne,Biggs,GUANICA,Somali,Roxanne.E.Biggs@mailinator.com,610-568-3311,true,true,true,true,true,true,true,true,true,true
1789,SOS,Melinda,Adams,DORCHESTER,Somali,Melinda.T.Adams@spambob.com,907-547-6146,false,false,false,false,false,false,false,false,false,false
1790,SOS,Christa,Tolliver,RUSSELL,Somali,Christa.D.Tolliver@trashymail.com,614-241-8539,true,true,true,true,true,true,true,true,true,true
1791,SOS,Mildred,Wynn,BROOKFIELD,Somali,Mildred.G.Wynn@mailinator.com,325-338-7829,false,false,false,false,false,false,false,false,false,false
1792,SOS,Daniel,Richardson,HILLSDALE,Somali,Daniel.C.Richardson@pookmail.com,917-828-4375,true,true,true,true,true,true,true,true,true,true
1793,SOS,Mason,Wilson,KINGSTON,Somali,Mason.C.Wilson@mailinator.com,505-682-0965,false,false,false,false,false,false,false,false,false,false
1794,SOS,Elizabeth,Denson,MELVIN,Somali,Elizabeth.W.Denson@dodgit.com,702-650-7020,true,true,true,true,true,true,true,true,true,true
1795,SOS,Dorothy,Gibbs,SUSSEX,Somali,Dorothy.J.Gibbs@pookmail.com,443-273-3710,false,false,false,false,false,false,false,false,false,false
1796,SOS,Michael,Jones,NEW HAVEN,Somali,Michael.K.Jones@trashymail.com,419-288-5554,true,true,true,true,true,true,true,true,true,true
1797,SOS,Deborah,Guidry,FAIRVIEW,Somali,Deborah.A.Guidry@dodgit.com,281-573-3875,false,false,false,false,false,false,false,false,false,false
1798,SOS,Kimberly,Ramsey,BOSTON,Somali,Kimberly.M.Ramsey@spambob.com,718-779-2642,true,true,true,true,true,true,true,true,true,true
1799,SOS,Nathan,Bell,CLIFTON HEIGHTS,Somali,Nathan.P.Bell@spambob.com,347-745-4873,false,false,false,false,false,false,false,false,false,false
1800,SOS,Frances,Balentine,NEW MARKET,Somali,Frances.T.Balentine@spambob.com,978-444-8951,true,true,true,true,true,true,true,true,true,true
1801,SOS,Palma,Mercer,FAIR LAWN,Somali,Palma.G.Mercer@trashymail.com,919-626-6473,false,false,false,false,false,false,false,false,false,false
1802,SOS,Ralph,Parker,SAN SEBASTIAN,Somali,Ralph.J.Parker@spambob.com,317-558-6236,true,true,true,true,true,true,true,true,true,true
1803,SOS,George,Lugo,GUIN,Somali,George.C.Lugo@trashymail.com,808-531-2304,false,false,false,false,false,false,false,false,false,false
1804,SOS,Fred,Ratner,STOWE,Somali,Fred.S.Ratner@dodgit.com,314-293-2364,true,true,true,true,true,true,true,true,true,true
1805,SOS,Kenneth,Hopper,RAYNHAM,Somali,Kenneth.G.Hopper@spambob.com,516-527-2333,false,false,false,false,false,false,false,false,false,false
1806,SOS,Theresa,Clegg,SOUTH ORANGE,Somali,Theresa.H.Clegg@trashymail.com,843-235-8775,true,true,true,true,true,true,true,true,true,true
1807,SOS,Lawrence,Blackburn,VENICE,Somali,Lawrence.P.Blackburn@spambob.com,215-408-5737,false,false,false,false,false,false,false,false,false,false
1808,SOS,Robert,Rippeon,GARDENDALE,Somali,Robert.S.Rippeon@pookmail.com,202-522-0921,true,true,true,true,true,true,true,true,true,true
1809,SOS,Arthur,Phillips,EGG HARBOR TOWNSHIP,Somali,Arthur.D.Phillips@pookmail.com,414-902-5232,false,false,false,false,false,false,false,false,false,false
1810,SOS,Andrew,Suiter,BESSEMER,Somali,Andrew.T.Suiter@spambob.com,540-643-3092,true,true,true,true,true,true,true,true,true,true
1811,SOS,Michal,Mcgee,SCAMMON BAY,Somali,Michal.S.Mcgee@mailinator.com,401-969-9270,false,false,false,false,false,false,false,false,false,false
1812,SOS,Joyce,Hampton,GLEN ALLEN,Somali,Joyce.J.Hampton@trashymail.com,419-860-3476,true,true,true,true,true,true,true,true,true,true
1813,SOS,Sherry,Williams,SCHENECTADY,Somali,Sherry.W.Williams@dodgit.com,985-730-8074,false,false,false,false,false,false,false,false,false,false
1814,SOS,Emanuel,Snodgrass,HOUSTON,Somali,Emanuel.A.Snodgrass@dodgit.com,712-741-6078,true,true,true,true,true,true,true,true,true,true
1815,SOS,Carmen,Arreola,CORONA,Somali,Carmen.R.Arreola@pookmail.com,607-695-6136,false,false,false,false,false,false,false,false,false,false
1816,SOS,Burton,Medrano,RICHLAND,Somali,Burton.R.Medrano@spambob.com,863-508-3294,true,true,true,true,true,true,true,true,true,true
1817,SOS,Benjamin,Scott,GRAND RAPIDS,Somali,Benjamin.S.Scott@pookmail.com,516-244-3720,false,false,false,false,false,false,false,false,false,false
1818,SOS,Dirk,Castillo,TIOGA,Somali,Dirk.J.Castillo@spambob.com,817-279-4065,true,true,true,true,true,true,true,true,true,true
1819,SOS,Emmett,Quinn,RICHMOND,Somali,Emmett.K.Quinn@dodgit.com,972-617-3140,false,false,false,false,false,false,false,false,false,false
1820,SOS,Don,Weinman,CANOVANAS,Somali,Don.L.Weinman@trashymail.com,979-807-3742,true,true,true,true,true,true,true,true,true,true
1821,SOS,Rachel,Adams,CINCINNATI,Somali,Rachel.S.Adams@spambob.com,270-684-9716,false,false,false,false,false,false,false,false,false,false
1822,SOS,Gregory,Haley,HAGERMAN,Somali,Gregory.A.Haley@spambob.com,910-373-1238,true,true,true,true,true,true,true,true,true,true
1823,SOS,Kristie,Staggs,FT MITCHELL,Somali,Kristie.M.Staggs@pookmail.com,229-896-8781,false,false,false,false,false,false,false,false,false,false
1824,SOS,Mattie,Stanley,MILLER PLACE,Somali,Mattie.P.Stanley@dodgit.com,443-487-8967,true,true,true,true,true,true,true,true,true,true
1825,SOS,David,Duarte,SAN ANTONIO,Somali,David.C.Duarte@dodgit.com,205-355-3632,false,false,false,false,false,false,false,false,false,false
1826,SOS,Tracy,Aguirre,DEMOTTE,Somali,Tracy.M.Aguirre@trashymail.com,408-967-5905,true,true,true,true,true,true,true,true,true,true
1827,SOS,Karen,Thompson,FREEDOM,Somali,Karen.S.Thompson@spambob.com,937-598-3085,false,false,false,false,false,false,false,false,false,false
1828,SOS,Timmy,Schmidt,OLANTA,Somali,Timmy.B.Schmidt@pookmail.com,317-640-6654,true,true,true,true,true,true,true,true,true,true
1829,XOF,James,Hamilton,SMITHVILLE,Senegalese,James.S.Hamilton@pookmail.com,928-415-1494,true,true,true,true,true,true,true,true,true,true
1830,XOF,Linda,Wolf,JOPLIN,Senegalese,Linda.A.Wolf@dodgit.com,605-586-1319,false,false,false,false,false,false,false,false,false,false
1831,XOF,Evan,Davis,SAINT LOUIS,Senegalese,Evan.D.Davis@pookmail.com,870-344-1512,true,true,true,true,true,true,true,true,true,true
1832,XOF,Gregory,Flor,PIKE ROAD,Senegalese,Gregory.H.Flor@trashymail.com,831-332-8937,false,false,false,false,false,false,false,false,false,false
1833,XOF,Mary,Jones,MANCHESTER,Senegalese,Mary.L.Jones@dodgit.com,805-415-8503,true,true,true,true,true,true,true,true,true,true
1834,XOF,Cathy,Grover,SAN ANTONIO,Senegalese,Cathy.E.Grover@pookmail.com,719-683-4830,false,false,false,false,false,false,false,false,false,false
1835,XOF,Kaye,Arndt,DEVILS LAKE,Senegalese,Kaye.S.Arndt@pookmail.com,212-306-2070,true,true,true,true,true,true,true,true,true,true
1836,XOF,Graciela,Butler,HOBOKEN,Senegalese,Graciela.J.Butler@dodgit.com,708-874-9385,false,false,false,false,false,false,false,false,false,false
1837,XOF,Bessie,Sawyers,BAYONNE,Senegalese,Bessie.C.Sawyers@spambob.com,913-383-4282,true,true,true,true,true,true,true,true,true,true
1838,XOF,Lacey,Gillman,PINSON,Senegalese,Lacey.P.Gillman@trashymail.com,323-373-3359,false,false,false,false,false,false,false,false,false,false
1839,XOF,Mary,Mcgrath,WASHINGTON,Senegalese,Mary.S.Mcgrath@dodgit.com,352-245-6517,true,true,true,true,true,true,true,true,true,true
1840,XOF,Amanda,Emerson,ISABELA,Senegalese,Amanda.I.Emerson@dodgit.com,503-245-2089,false,false,false,false,false,false,false,false,false,false
1841,XOF,Matthew,Stahlman,ADJUNTAS,Senegalese,Matthew.C.Stahlman@pookmail.com,918-924-5110,true,true,true,true,true,true,true,true,true,true
1842,XOF,Bruce,Garvin,NORTH ATTLEBORO,Senegalese,Bruce.L.Garvin@trashymail.com,802-373-4776,false,false,false,false,false,false,false,false,false,false
1843,XOF,Martha,Edge,METHUEN,Senegalese,Martha.R.Edge@spambob.com,318-214-4533,true,true,true,true,true,true,true,true,true,true
1844,XOF,Hannah,Glass,BERLIN,Senegalese,Hannah.L.Glass@dodgit.com,309-375-1227,false,false,false,false,false,false,false,false,false,false
1845,XOF,Carlos,Clatterbuck,DUMONT,Senegalese,Carlos.R.Clatterbuck@trashymail.com,740-367-8636,true,true,true,true,true,true,true,true,true,true
1846,XOF,Judith,Archer,MISHAWAKA,Senegalese,Judith.J.Archer@dodgit.com,512-506-4481,false,false,false,false,false,false,false,false,false,false
1847,XOF,Ted,Simmons,LYNN,Senegalese,Ted.W.Simmons@mailinator.com,516-315-8104,true,true,true,true,true,true,true,true,true,true
1848,XOF,Tony,Mccall,AUGUSTA,Senegalese,Tony.F.Mccall@trashymail.com,585-277-2394,false,false,false,false,false,false,false,false,false,false
1849,XOF,Thomas,Field,SABANA GRANDE,Senegalese,Thomas.T.Field@spambob.com,626-578-2278,true,true,true,true,true,true,true,true,true,true
1850,XOF,Ann,Gaines,BLOUNTSVILLE,Senegalese,Ann.J.Gaines@spambob.com,606-507-6380,false,false,false,false,false,false,false,false,false,false
1851,XOF,Jesse,Brubaker,ARECIBO,Senegalese,Jesse.C.Brubaker@dodgit.com,814-585-2834,true,true,true,true,true,true,true,true,true,true
1852,XOF,Karla,Marsh,MOBILE,Senegalese,Karla.D.Marsh@pookmail.com,512-266-9724,false,false,false,false,false,false,false,false,false,false
1853,XOF,Shannon,Mccarty,INDIAN SPRINGS,Senegalese,Shannon.E.Mccarty@trashymail.com,918-298-8208,true,true,true,true,true,true,true,true,true,true
1854,XOF,Rosemary,Soucy,AGAWAM,Senegalese,Rosemary.H.Soucy@spambob.com,901-866-4688,false,false,false,false,false,false,false,false,false,false
1855,XOF,Denise,Brown,MAYAGUEZ,Senegalese,Denise.J.Brown@trashymail.com,706-768-4165,true,true,true,true,true,true,true,true,true,true
1856,XOF,Jon,Neill,BOONE,Senegalese,Jon.A.Neill@dodgit.com,831-702-1095,false,false,false,false,false,false,false,false,false,false
1857,XOF,Ernest,Herrera,NEW CASTLE,Senegalese,Ernest.L.Herrera@pookmail.com,415-763-9334,true,true,true,true,true,true,true,true,true,true
1858,XOF,Henry,Watley,SAN ANTONIO,Senegalese,Henry.C.Watley@trashymail.com,808-324-1095,false,false,false,false,false,false,false,false,false,false
1859,XOF,Emma,Tilman,KOSCIUSKO,Senegalese,Emma.C.Tilman@trashymail.com,619-871-6965,true,true,true,true,true,true,true,true,true,true
1860,XOF,Elmer,Scott,URBANA,Senegalese,Elmer.J.Scott@spambob.com,815-735-6639,false,false,false,false,false,false,false,false,false,false
1861,XOF,Mary,Kinsella,FREEHOLD,Senegalese,Mary.R.Kinsella@dodgit.com,920-325-7663,true,true,true,true,true,true,true,true,true,true
1862,XOF,Larry,Bradshaw,ANSON,Senegalese,Larry.K.Bradshaw@trashymail.com,520-370-4182,false,false,false,false,false,false,false,false,false,false
1863,XOF,Sandy,Gray,MORRISVILLE,Senegalese,Sandy.A.Gray@mailinator.com,810-746-1026,true,true,true,true,true,true,true,true,true,true
1864,XOF,Victoria,Martin,ROSENDALE,Senegalese,Victoria.M.Martin@trashymail.com,515-881-2585,false,false,false,false,false,false,false,false,false,false
1865,XOF,Jonathan,Anderson,MOUNT AYR,Senegalese,Jonathan.D.Anderson@dodgit.com,608-884-9808,true,true,true,true,true,true,true,true,true,true
1866,XOF,Nellie,Johnson,LANGDON,Senegalese,Nellie.R.Johnson@trashymail.com,573-297-0092,false,false,false,false,false,false,false,false,false,false
1867,XOF,Danilo,Jones,HOUSTON,Senegalese,Danilo.D.Jones@trashymail.com,864-964-0324,true,true,true,true,true,true,true,true,true,true
1868,XOF,Kenneth,Marshall,MONON,Senegalese,Kenneth.E.Marshall@trashymail.com,805-644-6420,false,false,false,false,false,false,false,false,false,false
1869,XOF,Richard,Jackson,ROCKWALL,Senegalese,Richard.G.Jackson@dodgit.com,423-224-1486,true,true,true,true,true,true,true,true,true,true
1870,XOF,Robert,Wildermuth,BOSTON,Senegalese,Robert.J.Wildermuth@dodgit.com,803-290-3789,false,false,false,false,false,false,false,false,false,false
1871,XOF,Anthony,Martin,CLEWISTON,Senegalese,Anthony.M.Martin@dodgit.com,208-743-8050,true,true,true,true,true,true,true,true,true,true
1872,XOF,Marion,Griffin,LOUISVILLE,Senegalese,Marion.R.Griffin@mailinator.com,617-201-3905,false,false,false,false,false,false,false,false,false,false
1873,EUR,Justine,Ferguson,EVERETT,Sammarinese,Justine.J.Ferguson@dodgit.com,330-505-0849,true,true,true,true,true,true,true,true,true,true
1874,EUR,Christina,Broderick,WESTMINSTER,Sammarinese,Christina.D.Broderick@spambob.com,405-227-8648,false,false,false,false,false,false,false,false,false,false
1875,EUR,John,Thames,YAUCO,Sammarinese,John.M.Thames@trashymail.com,260-423-6361,true,true,true,true,true,true,true,true,true,true
1876,EUR,Scott,Espinal,MAYAGUEZ,Sammarinese,Scott.C.Espinal@pookmail.com,312-629-9411,false,false,false,false,false,false,false,false,false,false
1877,EUR,Thomas,Boyles,CUMBERLAND,Sammarinese,Thomas.A.Boyles@spambob.com,217-398-2031,true,true,true,true,true,true,true,true,true,true
1878,EUR,Maria,Ogle,WHITETHORN,Sammarinese,Maria.H.Ogle@pookmail.com,812-687-9622,false,false,false,false,false,false,false,false,false,false
1879,EUR,Richard,Grady,YAUCO,Sammarinese,Richard.S.Grady@trashymail.com,985-407-2085,true,true,true,true,true,true,true,true,true,true
